kernel  	gamma  	  degree	  C	   tol	  cp_train_mse	  cp_test_mse	  cp_train_mae	  cp_test_mae	  cp_time	     cp_gap	   cp_x	  cp_iter	  gvpm_train_mse	  gvpm_test_mse	  gvpm_train_mae	  gvpm_test_mae	  gvpm_time	   gvpm_gap	  gvpm_x	  gvpm_iter	ls          	  a_min	    a_max	  n_min	  lam_low	stopping_rule  	  proj_tol
rbf     	auto   	       1	  1	0.1   	     0.015378 	  0.000391269	     0.074524 	   0.0103226 	 0.178319	0.581924   	11.5929	        5	      0.0120179 	    0.000225456	       0.066645 	     0.00869657	  0.53059  	0.0332516  	14.6751 	        178	exact       	 1     	    1    	      2	    0.1  	d              	    0.1
rbf     	auto   	       1	  1	0.1   	     0.015378 	  0.000391269	     0.074524 	   0.0103226 	 0.17679 	0.581924   	11.5929	        5	      0.0122952 	    0.000236895	       0.0666979	     0.00871041	  0.496498 	0.0253091  	14.7189 	        164	exact       	 1     	    1    	      2	    0.1  	d              	    0.01
rbf     	auto   	       1	  1	0.1   	     0.015378 	  0.000391269	     0.074524 	   0.0103226 	 0.178787	0.581924   	11.5929	        5	      0.0119728 	    0.000223199	       0.0666575	     0.00871474	  0.521719 	0.03459    	14.6533 	        162	exact       	 1     	    1    	      2	    0.1  	d              	    0.0001
rbf     	auto   	       1	  1	0.1   	     0.015378 	  0.000391269	     0.074524 	   0.0103226 	 0.181488	0.581924   	11.5929	        5	      0.0119644 	    0.000222845	       0.0666591	     0.00871471	  0.501034 	0.0345966  	14.6533 	        162	exact       	 1     	    1    	      2	    0.1  	d              	    1e-06
rbf     	auto   	       1	  1	0.1   	     0.015378 	  0.000391269	     0.074524 	   0.0103226 	 0.176023	0.581924   	11.5929	        5	      0.0120179 	    0.000225456	       0.066645 	     0.00869657	  0.503091 	0.0332516  	14.6751 	        178	exact       	 1     	    1    	      2	    0.01 	d              	    0.1
rbf     	auto   	       1	  1	0.1   	     0.015378 	  0.000391269	     0.074524 	   0.0103226 	 0.171027	0.581924   	11.5929	        5	      0.0122952 	    0.000236895	       0.0666979	     0.00871041	  0.525317 	0.0253091  	14.7189 	        164	exact       	 1     	    1    	      2	    0.01 	d              	    0.01
rbf     	auto   	       1	  1	0.1   	     0.015378 	  0.000391269	     0.074524 	   0.0103226 	 0.175036	0.581924   	11.5929	        5	      0.0119728 	    0.000223199	       0.0666575	     0.00871474	  0.504002 	0.03459    	14.6533 	        162	exact       	 1     	    1    	      2	    0.01 	d              	    0.0001
rbf     	auto   	       1	  1	0.1   	     0.015378 	  0.000391269	     0.074524 	   0.0103226 	 0.173782	0.581924   	11.5929	        5	      0.0119644 	    0.000222845	       0.0666591	     0.00871471	  0.522745 	0.0345966  	14.6533 	        162	exact       	 1     	    1    	      2	    0.01 	d              	    1e-06
rbf     	auto   	       1	  1	0.1   	     0.015378 	  0.000391269	     0.074524 	   0.0103226 	 0.181536	0.581924   	11.5929	        5	      0.0120179 	    0.000225456	       0.066645 	     0.00869657	  0.520319 	0.0332516  	14.6751 	        178	exact       	 1     	    1    	      2	    0.001	d              	    0.1
rbf     	auto   	       1	  1	0.1   	     0.015378 	  0.000391269	     0.074524 	   0.0103226 	 0.182533	0.581924   	11.5929	        5	      0.0122952 	    0.000236895	       0.0666979	     0.00871041	  0.511092 	0.0253091  	14.7189 	        164	exact       	 1     	    1    	      2	    0.001	d              	    0.01
