kernel  	gamma  	  degree	  C	   tol	  cp_train_mse	  cp_test_mse	  cp_train_mae	  cp_test_mae	  cp_time	     cp_gap	   cp_x	  cp_iter	  gvpm_train_mse	  gvpm_test_mse	  gvpm_train_mae	  gvpm_test_mae	  gvpm_time	   gvpm_gap	  gvpm_x	  gvpm_iter	ls          	  a_min	    a_max	  n_min	  lam_low	stopping_rule  	  proj_tol
rbf     	auto   	       1	  1	0.1   	     0.0140041	   0.00353678	     0.0198227	  0.000598349	 1.50034 	0.364181   	20.4702	        6	       0.0144796	     0.00361146	       0.0195882	    0.000599552	   2.65133 	0.0349049  	21.7948 	        206	exact       	 1     	    1    	      2	    0.1  	d              	    0.1
rbf     	auto   	       1	  1	0.1   	     0.0140041	   0.00353678	     0.0198227	  0.000598349	 1.12677 	0.364181   	20.4702	        6	       0.0145866	     0.00361062	       0.0195287	    0.000600624	   2.59361 	0.0419772  	21.7557 	        202	exact       	 1     	    1    	      2	    0.1  	d              	    0.01
rbf     	auto   	       1	  1	0.1   	     0.0140041	   0.00353678	     0.0198227	  0.000598349	 1.29331 	0.364181   	20.4702	        6	       0.014478 	     0.00361554	       0.019529 	    0.000597433	   2.6332  	0.0326561  	21.8049 	        204	exact       	 1     	    1    	      2	    0.1  	d              	    0.0001
rbf     	auto   	       1	  1	0.1   	     0.0140041	   0.00353678	     0.0198227	  0.000598349	 1.05899 	0.364181   	20.4702	        6	       0.0144778	     0.00361553	       0.0195292	    0.000597429	   2.58975 	0.0326515  	21.8049 	        204	exact       	 1     	    1    	      2	    0.1  	d              	    1e-06
rbf     	auto   	       1	  1	0.1   	     0.0140041	   0.00353678	     0.0198227	  0.000598349	 1.35304 	0.364181   	20.4702	        6	       0.0144796	     0.00361146	       0.0195882	    0.000599552	   2.61614 	0.0349049  	21.7948 	        206	exact       	 1     	    1    	      2	    0.01 	d              	    0.1
rbf     	auto   	       1	  1	0.1   	     0.0140041	   0.00353678	     0.0198227	  0.000598349	 1.19547 	0.364181   	20.4702	        6	       0.0145866	     0.00361062	       0.0195287	    0.000600624	   2.63472 	0.0419772  	21.7557 	        202	exact       	 1     	    1    	      2	    0.01 	d              	    0.01
rbf     	auto   	       1	  1	0.1   	     0.0140041	   0.00353678	     0.0198227	  0.000598349	 1.4453  	0.364181   	20.4702	        6	       0.014478 	     0.00361554	       0.019529 	    0.000597433	   2.60984 	0.0326561  	21.8049 	        204	exact       	 1     	    1    	      2	    0.01 	d              	    0.0001
rbf     	auto   	       1	  1	0.1   	     0.0140041	   0.00353678	     0.0198227	  0.000598349	 1.35313 	0.364181   	20.4702	        6	       0.0144778	     0.00361553	       0.0195292	    0.000597429	   2.61844 	0.0326515  	21.8049 	        204	exact       	 1     	    1    	      2	    0.01 	d              	    1e-06
rbf     	auto   	       1	  1	0.1   	     0.0140041	   0.00353678	     0.0198227	  0.000598349	 1.07153 	0.364181   	20.4702	        6	       0.0144796	     0.00361146	       0.0195882	    0.000599552	   2.71318 	0.0349049  	21.7948 	        206	exact       	 1     	    1    	      2	    0.001	d              	    0.1
rbf     	auto   	       1	  1	0.1   	     0.0140041	   0.00353678	     0.0198227	  0.000598349	 1.23267 	0.364181   	20.4702	        6	       0.0145866	     0.00361062	       0.0195287	    0.000600624	   2.76003 	0.0419772  	21.7557 	        202	exact       	 1     	    1    	      2	    0.001	d              	    0.01
