Kernel  	    C	   eps	gamma  	  degree	  opt tol	  tr/val split	  train avg mse	  train std mse	  test avg mse	test std mse        	  train avg mae	  train std mae	  test avg mae	  test std mae
poly    	  0.5	0.0001	scale  	       3	    1e-08	          0.2 	       1.02672 	      0.0891552	      1.04045 	0.09871448626035303 	       0.742319	      0.133063 	      0.747268	     0.121937
poly    	  0.5	0.0001	scale  	       5	    1e-08	          0.5 	       0.989835	      0.041344 	      0.946142	0.06700900894381093 	       0.622127	      0.0936593	      0.607351	     0.102616
poly    	  0.5	0.0001	scale  	       5	    1e-08	          0.33	       1.00653 	      0.0627164	      1.00313 	0.07351555105485084 	       0.791953	      0.131175 	      0.791757	     0.14188
poly    	  0.5	0.0001	scale  	       5	    1e-08	          0.2 	       0.958762	      0.0224291	      1.01008 	0.07312464346194937 	       0.612301	      0.0894543	      0.629474	     0.0936908
poly    	  0.5	0.0001	scale  	       7	    1e-08	          0.5 	       1.0287  	      0.0562295	      1.04472 	0.06968631670012314 	       0.739201	      0.160705 	      0.74576 	     0.1676
poly    	  0.5	0.0001	scale  	       7	    1e-08	          0.33	       0.993821	      0.0476286	      1.03402 	0.03370545714638366 	       0.729421	      0.160592 	      0.741508	     0.152562
poly    	  0.5	0.0001	scale  	       7	    1e-08	          0.2 	       1.00895 	      0.0400966	      1.01372 	0.0698254052631279  	       0.758133	      0.150308 	      0.766322	     0.158803
linear  	  0.5	0.0001	scale  	       1	    1e-08	          0.5 	       1.05221 	      0.123009 	      1.05492 	0.12360959641544543 	       0.835219	      0.10346  	      0.838212	     0.108429
linear  	  0.5	0.0001	scale  	       1	    1e-08	          0.33	       0       	      0        	      0       	Exception
linear  	  0.5	0.0001	scale  	       1	    1e-08	          0.2 	       0       	      0        	      0       	Exception
rbf     	  0.5	1e-08 	auto   	       1	    1e-08	          0.5 	       0.979021	      0.048018 	      0.984434	0.04570072585441775 	       0.766426	      0.111877 	      0.768803	     0.111101
rbf     	  0.5	1e-08 	auto   	       1	    1e-08	          0.33	       1.0388  	      0.140878 	      1.01847 	0.17119794757099957 	       0.781692	      0.129844 	      0.774566	     0.140016
rbf     	  0.5	1e-08 	auto   	       1	    1e-08	          0.2 	       0.969665	      0.0586091	      0.973194	0.07723177288008777 	       0.744551	      0.116869 	      0.742844	     0.116144
rbf     	  0.5	1e-08 	scale  	       1	    1e-08	          0.5 	       1.01426 	      0.0672917	      0.997326	0.07821309057872022 	       0.797595	      0.109397 	      0.79017 	     0.118002
rbf     	  0.5	1e-08 	scale  	       1	    1e-08	          0.33	       0.969583	      0.0450146	      0.971346	0.08333742618495184 	       0.74463 	      0.113067 	      0.746498	     0.12245
rbf     	  0.5	1e-08 	scale  	       1	    1e-08	          0.2 	       0.972549	      0.0528039	      0.978091	0.09494944436088233 	       0.763762	      0.113995 	      0.765928	     0.125382
poly    	  0.5	1e-08 	scale  	       3	    1e-08	          0.5 	       0.971133	      0.0571914	      0.985543	0.0644324688674794  	       0.795596	      0.117267 	      0.801755	     0.111617
poly    	  0.5	1e-08 	scale  	       3	    1e-08	          0.33	       0.989777	      0.0557463	      1.00016 	0.056012222443003315	       0.7573  	      0.133786 	      0.76498 	     0.125299
poly    	  0.5	1e-08 	scale  	       3	    1e-08	          0.2 	       1.0848  	      0.299996 	      1.08804 	0.2950075189680868  	       0.827302	      0.156172 	      0.832055	     0.157873
poly    	  0.5	1e-08 	scale  	       5	    1e-08	          0.5 	       1.00565 	      0.0885045	      1.01527 	0.10424451484472191 	       0.733505	      0.145107 	      0.738821	     0.148164
poly    	  0.5	1e-08 	scale  	       5	    1e-08	          0.33	       0.987065	      0.0289344	      1.00124 	0.05884446521507159 	       0.760899	      0.141855 	      0.768359	     0.152126
poly    	  0.5	1e-08 	scale  	       5	    1e-08	          0.2 	       0.994172	      0.052797 	      0.984933	0.07089470821205257 	       0.732795	      0.146816 	      0.728127	     0.158334
poly    	  0.5	1e-08 	scale  	       7	    1e-08	          0.5 	       0.988214	      0.0747928	      0.997142	0.07130826685583147 	       0.69171 	      0.148033 	      0.695788	     0.14576
poly    	  0.5	1e-08 	scale  	       7	    1e-08	          0.33	       0.973585	      0.0352039	      0.986758	0.03159402263895401 	       0.661619	      0.141219 	      0.669247	     0.138319
poly    	  0.5	1e-08 	scale  	       7	    1e-08	          0.2 	       0.995313	      0.0332565	      1.0003  	0.07615629684132999 	       0.723816	      0.150068 	      0.727704	     0.153675
linear  	  0.5	1e-08 	scale  	       1	    1e-08	          0.5 	       1.01836 	      0.118601 	      1.02818 	0.1178080070554033  	       0.784687	      0.113727 	      0.788402	     0.112776
linear  	  0.5	1e-08 	scale  	       1	    1e-08	          0.33	       0.998289	      0.0783146	      0.985964	0.08609270574493914 	       0.80463 	      0.107853 	      0.797278	     0.106709
linear  	  0.5	1e-08 	scale  	       1	    1e-08	          0.2 	       0       	      0        	      0       	Exception
rbf     	  1  	0.1   	auto   	       1	    0.1  	          0.5 	       0.996442	      0.0801334	      1.02543 	0.07215233924135571 	       0.810774	      0.0915995	      0.823818	     0.0885829
rbf     	  1  	0.1   	auto   	       1	    0.1  	          0.33	       0.97171 	      0.0269859	      0.972693	0.07051357536512584 	       0.680157	      0.0862311	      0.681306	     0.100142
rbf     	  1  	0.1   	auto   	       1	    0.1  	          0.2 	       0.931786	      0.0827842	      0.945035	0.08887033711203099 	       0.778887	      0.10445  	      0.776568	     0.0956678
rbf     	  1  	0.1   	scale  	       1	    0.1  	          0.5 	       0.998593	      0.07051  	      0.997115	0.08053034317418586 	       0.78291 	      0.117746 	      0.778876	     0.117524
rbf     	  1  	0.1   	scale  	       1	    0.1  	          0.33	       0.922056	      0.102216 	      0.93168 	0.10014579106978744 	       0.78223 	      0.104901 	      0.789047	     0.0993946
rbf     	  1  	0.1   	scale  	       1	    0.1  	          0.2 	       1.07543 	      0.121574 	      1.06763 	0.15058475375223881 	       0.820986	      0.129963 	      0.814356	     0.138057
poly    	  1  	0.1   	scale  	       3	    0.1  	          0.5 	       1.10016 	      0.129157 	      1.11097 	0.12047996574895964 	       0.864129	      0.0912618	      0.867326	     0.100213
poly    	  1  	0.1   	scale  	       3	    0.1  	          0.33	       0.990864	      0.183269 	      1.03678 	0.17776616214770607 	       0.754598	      0.163845 	      0.775175	     0.160544
poly    	  1  	0.1   	scale  	       3	    0.1  	          0.2 	       0.992055	      0.183868 	      0.994996	0.163939369486653   	       0.75617 	      0.145659 	      0.75404 	     0.141084
poly    	  1  	0.1   	scale  	       5	    0.1  	          0.5 	       1.09054 	      0.599855 	      1.08506 	0.6280061870475242  	       0.787657	      0.244594 	      0.78625 	     0.252435
poly    	  1  	0.1   	scale  	       5	    0.1  	          0.33	       1.12578 	      0.413639 	      1.1365  	0.4587776469726965  	       0.819773	      0.206441 	      0.82392 	     0.22262
poly    	  1  	0.1   	scale  	       5	    0.1  	          0.2 	       1.00494 	      0.0614412	      1.00509 	0.08001218442669453 	       0.688928	      0.110321 	      0.696101	     0.123596
poly    	  1  	0.1   	scale  	       7	    0.1  	          0.5 	       0.936999	      0.158843 	      0.940769	0.16958065040814463 	       0.764545	      0.119267 	      0.765027	     0.128825
poly    	  1  	0.1   	scale  	       7	    0.1  	          0.33	       0.938746	      0.164961 	      0.947341	0.17892890852863857 	       0.735118	      0.136556 	      0.735779	     0.139251
poly    	  1  	0.1   	scale  	       7	    0.1  	          0.2 	       0.943825	      0.197089 	      0.945706	0.20352113477136688 	       0.793188	      0.145084 	      0.797421	     0.144625
linear  	  1  	0.1   	scale  	       1	    0.1  	          0.5 	       0.951278	      0.0781847	      0.934058	0.0699014214416108  	       0.779242	      0.0867283	      0.775023	     0.0862202
linear  	  1  	0.1   	scale  	       1	    0.1  	          0.33	       0.953823	      0.0965368	      0.916463	0.08491924919194377 	       0.79061 	      0.0826439	      0.777208	     0.0816736
linear  	  1  	0.1   	scale  	       1	    0.1  	          0.2 	       0.973151	      0.0709722	      0.956405	0.09451122297039724 	       0.793152	      0.106325 	      0.789243	     0.113818
rbf     	  1  	0.01  	auto   	       1	    0.1  	          0.5 	       0.954356	      0.15572  	      0.979036	0.1571194766063183  	       0.753411	      0.153794 	      0.765278	     0.156365
rbf     	  1  	0.01  	auto   	       1	    0.1  	          0.33	       0.997382	      0.106846 	      1.00949 	0.10771754409638973 	       0.774909	      0.13469  	      0.780074	     0.133809
rbf     	  1  	0.01  	auto   	       1	    0.1  	          0.2 	       0.938342	      0.149576 	      0.973786	0.15861459373624576 	       0.722718	      0.147797 	      0.741372	     0.150831
rbf     	  1  	0.01  	scale  	       1	    0.1  	          0.5 	       0.942748	      0.092523 	      0.940352	0.08684099061660382 	       0.803953	      0.0934704	      0.800147	     0.101823
rbf     	  1  	0.01  	scale  	       1	    0.1  	          0.33	       0.974183	      0.0813492	      0.973327	0.09681805789486672 	       0.781918	      0.120029 	      0.779187	     0.126689
rbf     	  1  	0.01  	scale  	       1	    0.1  	          0.2 	       0.954495	      0.179343 	      0.940331	0.20476724432084517 	       0.7498  	      0.136145 	      0.747935	     0.147862
poly    	  1  	0.01  	scale  	       3	    0.1  	          0.5 	       0.973515	      0.13455  	      0.984226	0.13536923629233755 	       0.764538	      0.118357 	      0.768843	     0.124784
poly    	  1  	0.01  	scale  	       3	    0.1  	          0.33	       0.952346	      0.109937 	      0.951777	0.10310462376646921 	       0.768826	      0.116179 	      0.766123	     0.111652
poly    	  1  	0.01  	scale  	       3	    0.1  	          0.2 	       0.984023	      0.0997255	      1.00954 	0.1145608993378632  	       0.813662	      0.11534  	      0.82463 	     0.120868
poly    	  1  	0.01  	scale  	       5	    0.1  	          0.5 	       0.948436	      0.3458   	      0.964408	0.3330444874481347  	       0.755159	      0.177604 	      0.763091	     0.17023
poly    	  1  	0.01  	scale  	       5	    0.1  	          0.33	       0.978075	      0.13095  	      0.990085	0.1283156935442347  	       0.808907	      0.116082 	      0.810781	     0.11874
poly    	  1  	0.01  	scale  	       5	    0.1  	          0.2 	       1.01542 	      0.149415 	      1.05604 	0.15606527078876273 	       0.801272	      0.143096 	      0.819553	     0.147202
poly    	  1  	0.01  	scale  	       7	    0.1  	          0.5 	       0.947045	      0.146838 	      0.941845	0.1461660437082157  	       0.730367	      0.116173 	      0.730143	     0.122337
poly    	  1  	0.01  	scale  	       7	    0.1  	          0.33	       1.00491 	      0.114148 	      1.00406 	0.1446718445195546  	       0.78335 	      0.113613 	      0.78399 	     0.124989
poly    	  1  	0.01  	scale  	       7	    0.1  	          0.2 	       1.01714 	      0.172015 	      0.999075	0.19598989310567258 	       0.775475	      0.144321 	      0.770798	     0.151675
linear  	  1  	0.01  	scale  	       1	    0.1  	          0.5 	       0.987291	      0.0903995	      1.00693 	0.09241347621506728 	       0.819331	      0.10165  	      0.828243	     0.0957187
linear  	  1  	0.01  	scale  	       1	    0.1  	          0.33	       0.95549 	      0.123459 	      0.957054	0.11104547846331272 	       0.755948	      0.107293 	      0.759039	     0.105498
linear  	  1  	0.01  	scale  	       1	    0.1  	          0.2 	       0.99575 	      0.229279 	      0.99898 	0.2428636313833528  	       0.717486	      0.131205 	      0.719197	     0.134306
rbf     	  1  	0.0001	auto   	       1	    0.1  	          0.5 	       0.9849  	      0.0718569	      0.993208	0.08963733868441587 	       0.786752	      0.117554 	      0.791696	     0.119765
rbf     	  1  	0.0001	auto   	       1	    0.1  	          0.33	       1.04758 	      0.178391 	      1.04888 	0.17854801909099197 	       0.816938	      0.150207 	      0.816655	     0.146925
rbf     	  1  	0.0001	auto   	       1	    0.1  	          0.2 	       0.984416	      0.162524 	      0.989476	0.16256536842845606 	       0.746781	      0.129951 	      0.748252	     0.129714
rbf     	  1  	0.0001	scale  	       1	    0.1  	          0.5 	       0.979862	      0.101984 	      0.981933	0.10159960692941546 	       0.764685	      0.140701 	      0.767617	     0.140924
rbf     	  1  	0.0001	scale  	       1	    0.1  	          0.33	       1.00976 	      0.136718 	      1.01493 	0.16383931384829942 	       0.790711	      0.133489 	      0.789907	     0.13434
rbf     	  1  	0.0001	scale  	       1	    0.1  	          0.2 	       0.928726	      0.0770078	      0.938695	0.09435754253245479 	       0.765312	      0.108001 	      0.771396	     0.117845
poly    	  1  	0.0001	scale  	       3	    0.1  	          0.5 	       0.956545	      0.0606485	      0.954516	0.05455119900273378 	       0.752172	      0.113065 	      0.750853	     0.109144
poly    	  1  	0.0001	scale  	       3	    0.1  	          0.33	       0       	      0        	      0       	Exception
poly    	  1  	0.0001	scale  	       3	    0.1  	          0.2 	       0.930918	      0.153131 	      0.93376 	0.16089680300584133 	       0.770011	      0.138743 	      0.770843	     0.136746
poly    	  1  	0.0001	scale  	       5	    0.1  	          0.5 	       0.926436	      0.0837184	      0.959963	0.0779006067496444  	       0.758251	      0.097846 	      0.77289 	     0.0923254
poly    	  1  	0.0001	scale  	       5	    0.1  	          0.33	       0.888922	      0.161555 	      0.892465	0.16612715152173718 	       0.735946	      0.123784 	      0.734104	     0.123596
poly    	  1  	0.0001	scale  	       5	    0.1  	          0.2 	       0.847928	      0.20329  	      0.846672	0.20270647844182726 	       0.71581 	      0.143065 	      0.714594	     0.147812
poly    	  1  	0.0001	scale  	       7	    0.1  	          0.5 	       1.15452 	      0.347254 	      1.18433 	0.3663691956844905  	       0.86361 	      0.183228 	      0.87667 	     0.19383
poly    	  1  	0.0001	scale  	       7	    0.1  	          0.33	       1.02392 	      0.230092 	      1.04296 	0.2385803784455142  	       0.816293	      0.136411 	      0.826965	     0.142704
poly    	  1  	0.0001	scale  	       7	    0.1  	          0.2 	       1.01473 	      0.11085  	      1.03301 	0.11580910915952113 	       0.810477	      0.135376 	      0.818077	     0.130386
linear  	  1  	0.0001	scale  	       1	    0.1  	          0.5 	       0.938207	      0.0823494	      0.968816	0.0982650639564972  	       0.757482	      0.096468 	      0.769923	     0.0968684
linear  	  1  	0.0001	scale  	       1	    0.1  	          0.33	       0.914058	      0.162018 	      0.916983	0.1486499303401183  	       0.794545	      0.114977 	      0.791076	     0.104048
linear  	  1  	0.0001	scale  	       1	    0.1  	          0.2 	       1.05018 	      0.0891195	      1.06008 	0.10622405024241423 	       0.82385 	      0.0925734	      0.828213	     0.102786
rbf     	  1  	1e-08 	auto   	       1	    0.1  	          0.5 	       0.984135	      0.109577 	      0.999428	0.10238790117256541 	       0.793074	      0.120061 	      0.798582	     0.118483
rbf     	  1  	1e-08 	auto   	       1	    0.1  	          0.33	       0.916672	      0.125114 	      0.943771	0.12226548433335656 	       0.707353	      0.113812 	      0.716199	     0.108722
rbf     	  1  	1e-08 	auto   	       1	    0.1  	          0.2 	       0.96395 	      0.109792 	      0.960323	0.10436011356690428 	       0.795088	      0.119334 	      0.799213	     0.116457
rbf     	  1  	1e-08 	scale  	       1	    0.1  	          0.5 	       0.907272	      0.196003 	      0.914698	0.21778497665689311 	       0.746726	      0.118657 	      0.748053	     0.123777
rbf     	  1  	1e-08 	scale  	       1	    0.1  	          0.33	       0.958552	      0.21098  	      0.939247	0.19889023458172456 	       0.815878	      0.132271 	      0.806323	     0.12919
rbf     	  1  	1e-08 	scale  	       1	    0.1  	          0.2 	       0.983005	      0.0714752	      0.981224	0.07156456151542437 	       0.722358	      0.13191  	      0.722757	     0.131217
poly    	  1  	1e-08 	scale  	       3	    0.1  	          0.5 	       0.950336	      0.145183 	      0.978161	0.15942658082967714 	       0.744483	      0.130829 	      0.754765	     0.138264
poly    	  1  	1e-08 	scale  	       3	    0.1  	          0.33	       0.915216	      0.163256 	      0.910075	0.15070725839821286 	       0.777757	      0.134738 	      0.775344	     0.129567
poly    	  1  	1e-08 	scale  	       3	    0.1  	          0.2 	       1.03845 	      0.134228 	      1.07799 	0.17672925254749933 	       0.767516	      0.135832 	      0.785261	     0.15402
poly    	  1  	1e-08 	scale  	       5	    0.1  	          0.5 	       1.04766 	      0.182829 	      1.06136 	0.16388858695876932 	       0.837614	      0.124566 	      0.846333	     0.114194
poly    	  1  	1e-08 	scale  	       5	    0.1  	          0.33	       0.893883	      0.20472  	      0.930714	0.1967054709788763  	       0.73118 	      0.130257 	      0.7509  	     0.128582
poly    	  1  	1e-08 	scale  	       5	    0.1  	          0.2 	       1.00475 	      0.127427 	      1.02532 	0.17142563272664266 	       0.6911  	      0.12705  	      0.692441	     0.134084
poly    	  1  	1e-08 	scale  	       7	    0.1  	          0.5 	       0.902322	      0.241899 	      0.921528	0.258981422911758   	       0.731956	      0.155404 	      0.740971	     0.164297
poly    	  1  	1e-08 	scale  	       7	    0.1  	          0.33	       0.85078 	      0.082992 	      0.88447 	0.11104827799047533 	       0.697296	      0.105772 	      0.712611	     0.104694
poly    	  1  	1e-08 	scale  	       7	    0.1  	          0.2 	       1.01496 	      0.140532 	      1.01306 	0.12641063635334954 	       0.801121	      0.131709 	      0.797143	     0.128108
linear  	  1  	1e-08 	scale  	       1	    0.1  	          0.5 	       0.987241	      0.110993 	      0.984551	0.13055253928041077 	       0.786354	      0.108826 	      0.785909	     0.116433
linear  	  1  	1e-08 	scale  	       1	    0.1  	          0.33	       0.990067	      0.125557 	      0.970316	0.12768091609224885 	       0.78848 	      0.112    	      0.779816	     0.113747
linear  	  1  	1e-08 	scale  	       1	    0.1  	          0.2 	       0.919307	      0.100068 	      0.867483	0.11037684384774382 	       0.718976	      0.101431 	      0.696458	     0.101224
rbf     	  1  	0.1   	auto   	       1	    0.001	          0.5 	       0.974536	      0.189379 	      0.965727	0.1882950577255633  	       0.756043	      0.137307 	      0.752809	     0.143145
rbf     	  1  	0.1   	auto   	       1	    0.001	          0.33	       1.0012  	      0.204782 	      1.0186  	0.19893303737561374 	       0.774449	      0.147213 	      0.786446	     0.142051
rbf     	  1  	0.1   	auto   	       1	    0.001	          0.2 	       1.02391 	      0.12268  	      1.02624 	0.11836381679861584 	       0.843192	      0.086936 	      0.845562	     0.0919548
rbf     	  1  	0.1   	scale  	       1	    0.001	          0.5 	       1.01838 	      0.0933376	      1.0244  	0.08519701157900439 	       0.751284	      0.0928928	      0.753796	     0.0917262
rbf     	  1  	0.1   	scale  	       1	    0.001	          0.33	       0.989186	      0.168594 	      1.00638 	0.17377104557066603 	       0.755051	      0.144469 	      0.765435	     0.145366
rbf     	  1  	0.1   	scale  	       1	    0.001	          0.2 	       1.01209 	      0.0476769	      0.99789 	0.08279910279418333 	       0.804564	      0.105513 	      0.795856	     0.12065
poly    	  1  	0.1   	scale  	       3	    0.001	          0.5 	       0.91203 	      0.163941 	      0.906118	0.15122431706928344 	       0.729565	      0.126    	      0.728441	     0.125974
poly    	  1  	0.1   	scale  	       3	    0.001	          0.33	       0.964347	      0.162915 	      0.954412	0.13336449994622085 	       0.769574	      0.134691 	      0.765135	     0.130133
poly    	  1  	0.1   	scale  	       3	    0.001	          0.2 	       0.910994	      0.210608 	      0.907901	0.19749927320200336 	       0.735065	      0.150785 	      0.735811	     0.146888
poly    	  1  	0.1   	scale  	       5	    0.001	          0.5 	       1.05087 	      0.197462 	      1.10716 	0.24753718171878214 	       0.835566	      0.122048 	      0.857297	     0.127861
poly    	  1  	0.1   	scale  	       5	    0.001	          0.33	       1.00519 	      0.242058 	      0.999882	0.2810982151396527  	       0.785603	      0.133166 	      0.77968 	     0.151243
poly    	  1  	0.1   	scale  	       5	    0.001	          0.2 	       0.978126	      0.167334 	      0.98035 	0.20288556506853536 	       0.791681	      0.1112   	      0.79034 	     0.116974
poly    	  1  	0.1   	scale  	       7	    0.001	          0.5 	       0.89271 	      0.360105 	      0.865977	0.35677132403608    	       0.70707 	      0.187545 	      0.696439	     0.191534
poly    	  1  	0.1   	scale  	       7	    0.001	          0.33	       1.02656 	      0.145369 	      1.06011 	0.17391253257984007 	       0.785938	      0.105622 	      0.796831	     0.109512
poly    	  1  	0.1   	scale  	       7	    0.001	          0.2 	       0.955766	      0.0753766	      0.970812	0.08677672205347325 	       0.788671	      0.0967243	      0.792711	     0.0915241
linear  	  1  	0.1   	scale  	       1	    0.001	          0.5 	       0.971956	      0.0875594	      0.979281	0.10938840575189719 	       0.773981	      0.106184 	      0.776326	     0.106654
linear  	  1  	0.1   	scale  	       1	    0.001	          0.33	       0.942792	      0.143586 	      0.956321	0.13484903288672345 	       0.76729 	      0.116307 	      0.773266	     0.111372
linear  	  1  	0.1   	scale  	       1	    0.001	          0.2 	       0.987953	      0.0345911	      0.981204	0.052502892709114686	       0.809718	      0.0954148	      0.805979	     0.0967377
rbf     	  1  	0.01  	auto   	       1	    0.001	          0.5 	       1.01829 	      0.184906 	      1.02462 	0.18767336435881782 	       0.831373	      0.131953 	      0.835078	     0.132913
rbf     	  1  	0.01  	auto   	       1	    0.001	          0.33	       0.964453	      0.238893 	      0.933318	0.22914020643140964 	       0.755666	      0.170129 	      0.744236	     0.169449
rbf     	  1  	0.01  	auto   	       1	    0.001	          0.2 	       0.993242	      0.0761225	      0.970683	0.08296310995503799 	       0.759415	      0.121085 	      0.749098	     0.123394
rbf     	  1  	0.01  	scale  	       1	    0.001	          0.5 	       0.974271	      0.148232 	      0.986585	0.14157152845257923 	       0.753111	      0.128631 	      0.762325	     0.126518
rbf     	  1  	0.01  	scale  	       1	    0.001	          0.33	       0.994483	      0.20213  	      0.998284	0.20681601549438589 	       0.77834 	      0.148991 	      0.781197	     0.151806
rbf     	  1  	0.01  	scale  	       1	    0.001	          0.2 	       0.990937	      0.165323 	      1.00884 	0.18184367230658197 	       0.749852	      0.134081 	      0.753735	     0.135261
poly    	  1  	0.01  	scale  	       3	    0.001	          0.5 	       1.06352 	      0.302467 	      1.06458 	0.3162396313607179  	       0.809103	      0.18855  	      0.810582	     0.195892
poly    	  1  	0.01  	scale  	       3	    0.001	          0.33	       1.02762 	      0.067689 	      1.02441 	0.08409879856548577 	       0.84168 	      0.100657 	      0.8377  	     0.103933
poly    	  1  	0.01  	scale  	       3	    0.001	          0.2 	       0.96547 	      0.104138 	      0.947932	0.0996622102381225  	       0.756333	      0.124946 	      0.742396	     0.119581
poly    	  1  	0.01  	scale  	       5	    0.001	          0.5 	       1.06465 	      0.21415  	      1.09179 	0.234563265898788   	       0.822282	      0.133122 	      0.831251	     0.140175
poly    	  1  	0.01  	scale  	       5	    0.001	          0.33	       1.00653 	      0.11278  	      0.986125	0.11196661300346568 	       0.806383	      0.113443 	      0.801013	     0.115699
poly    	  1  	0.01  	scale  	       5	    0.001	          0.2 	       0.987997	      0.271833 	      1.00229 	0.2858161270214937  	       0.785236	      0.186372 	      0.786882	     0.187449
poly    	  1  	0.01  	scale  	       7	    0.001	          0.5 	       1.09226 	      0.392387 	      1.12756 	0.44173488345448403 	       0.789742	      0.188547 	      0.802392	     0.19844
poly    	  1  	0.01  	scale  	       7	    0.001	          0.33	       0.969762	      0.187367 	      0.9591  	0.16658195026345035 	       0.754036	      0.156417 	      0.754831	     0.154123
poly    	  1  	0.01  	scale  	       7	    0.001	          0.2 	       1.04169 	      0.157433 	      1.06924 	0.18493232405666044 	       0.83473 	      0.112618 	      0.849897	     0.127063
linear  	  1  	0.01  	scale  	       1	    0.001	          0.5 	       1.02938 	      0.139556 	      1.02504 	0.12510207421233285 	       0.813976	      0.113583 	      0.810006	     0.105982
linear  	  1  	0.01  	scale  	       1	    0.001	          0.33	       0.987311	      0.0860788	      0.965944	0.08577199536966838 	       0.714975	      0.0814633	      0.703884	     0.0792648
linear  	  1  	0.01  	scale  	       1	    0.001	          0.2 	       0.92349 	      0.142748 	      0.916419	0.13913644444562473 	       0.719552	      0.125075 	      0.722053	     0.12965
rbf     	  1  	0.0001	auto   	       1	    0.001	          0.5 	       0.958992	      0.149946 	      0.957165	0.13578320956390183 	       0.788213	      0.13088  	      0.790115	     0.128375
rbf     	  1  	0.0001	auto   	       1	    0.001	          0.33	       0.957513	      0.159106 	      0.945933	0.1684405748069163  	       0.815203	      0.103263 	      0.812001	     0.111512
rbf     	  1  	0.0001	auto   	       1	    0.001	          0.2 	       0.924505	      0.187451 	      0.919423	0.19224206556491816 	       0.756619	      0.152171 	      0.752298	     0.154462
rbf     	  1  	0.0001	scale  	       1	    0.001	          0.5 	       1.08402 	      0.105382 	      1.09097 	0.09191042961279614 	       0.857281	      0.0946767	      0.862721	     0.094412
rbf     	  1  	0.0001	scale  	       1	    0.001	          0.33	       0.933815	      0.15702  	      0.922817	0.16948997372662675 	       0.74522 	      0.127623 	      0.739099	     0.134422
rbf     	  1  	0.0001	scale  	       1	    0.001	          0.2 	       0.991814	      0.135225 	      1.00689 	0.12160014117912646 	       0.830096	      0.091239 	      0.84072 	     0.0887941
poly    	  1  	0.0001	scale  	       3	    0.001	          0.5 	       0.977729	      0.172993 	      0.980786	0.17185221527799335 	       0.735452	      0.15316  	      0.735777	     0.149922
poly    	  1  	0.0001	scale  	       3	    0.001	          0.33	       1.00064 	      0.242581 	      1.03035 	0.26533448431286644 	       0.822358	      0.138636 	      0.8338  	     0.141905
poly    	  1  	0.0001	scale  	       3	    0.001	          0.2 	       0.991258	      0.190063 	      0.99841 	0.20614940281495958 	       0.743132	      0.166771 	      0.745242	     0.172767
poly    	  1  	0.0001	scale  	       5	    0.001	          0.5 	       1.04356 	      0.20244  	      1.05249 	0.19796006158674992 	       0.804052	      0.148563 	      0.80654 	     0.15391
poly    	  1  	0.0001	scale  	       5	    0.001	          0.33	       1.09184 	      0.262897 	      1.1135  	0.288067055386418   	       0.880888	      0.128357 	      0.887638	     0.132613
poly    	  1  	0.0001	scale  	       5	    0.001	          0.2 	       0.946928	      0.145542 	      0.950834	0.1734556176159749  	       0.751907	      0.139777 	      0.747839	     0.142515
poly    	  1  	0.0001	scale  	       7	    0.001	          0.5 	       0.984727	      0.158962 	      1.02033 	0.17701102162545776 	       0.750671	      0.121955 	      0.763563	     0.124066
poly    	  1  	0.0001	scale  	       7	    0.001	          0.33	       0.901472	      0.181292 	      0.919495	0.17560400939566476 	       0.715544	      0.129932 	      0.7242  	     0.138131
poly    	  1  	0.0001	scale  	       7	    0.001	          0.2 	       0.782528	      0.198366 	      0.771292	0.16684037375184632 	       0.697651	      0.150951 	      0.690286	     0.13788
linear  	  1  	0.0001	scale  	       1	    0.001	          0.5 	       0.957012	      0.131695 	      0.977555	0.11619365454428361 	       0.782113	      0.114132 	      0.78798 	     0.103095
linear  	  1  	0.0001	scale  	       1	    0.001	          0.33	       0.881316	      0.168102 	      0.876406	0.174906500846478   	       0.737002	      0.132225 	      0.734025	     0.134413
linear  	  1  	0.0001	scale  	       1	    0.001	          0.2 	       1.06957 	      0.122915 	      1.0676  	0.09677269716269676 	       0.849581	      0.106572 	      0.851581	     0.103347
rbf     	  1  	1e-08 	auto   	       1	    0.001	          0.5 	       1.02604 	      0.184777 	      1.04016 	0.1822827655731715  	       0.801004	      0.135876 	      0.805192	     0.133724
rbf     	  1  	1e-08 	auto   	       1	    0.001	          0.33	       0.920724	      0.128893 	      0.924492	0.13794821146371175 	       0.749381	      0.131942 	      0.753598	     0.148562
rbf     	  1  	1e-08 	auto   	       1	    0.001	          0.2 	       0.979664	      0.114261 	      1.02128 	0.11645334037695615 	       0.770351	      0.130199 	      0.793735	     0.127781
rbf     	  1  	1e-08 	scale  	       1	    0.001	          0.5 	       0.898348	      0.129196 	      0.90349 	0.1310375439598663  	       0.711892	      0.134821 	      0.718169	     0.131233
rbf     	  1  	1e-08 	scale  	       1	    0.001	          0.33	       1.01027 	      0.0933734	      1.01118 	0.1028629242950398  	       0.77242 	      0.1229   	      0.771303	     0.133143
rbf     	  1  	1e-08 	scale  	       1	    0.001	          0.2 	       0.940591	      0.154426 	      0.941506	0.15295977055806556 	       0.754222	      0.132411 	      0.756816	     0.136054
poly    	  1  	1e-08 	scale  	       3	    0.001	          0.5 	       1.0771  	      0.176158 	      1.10445 	0.20417062555863036 	       0.854616	      0.127636 	      0.867846	     0.135567
