sigmoid	0.5	0.1	scale	1	0.1	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.1	auto	1	0.1	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.1	auto	1	0.001	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.1	scale	1	0.001	0.378698	0.328704	0.621302	0.671296
rbf	0.5	0.1	auto	1	0.001	0.621302	0.671296	0.378698	0.328704
rbf	0.5	0.1	scale	1	0.1	0.378698	0.328704	0.621302	0.671296
rbf	0.5	0.1	auto	1	0.1	0.378698	0.328704	0.621302	0.671296
rbf	0.5	0.1	scale	1	0.001	0.621302	0.671296	0.378698	0.328704
rbf	0.5	0.1	scale	1	1e-05	0.621302	0.671296	0.378698	0.328704
rbf	0.5	0.1	auto	1	1e-05	0.621302	0.671296	0.378698	0.328704
rbf	0.5	0.1	auto	1	1e-07	0.621302	0.671296	0.378698	0.328704
rbf	0.5	0.1	scale	1	1e-07	0.621302	0.671296	0.378698	0.328704
rbf	0.5	0.1	auto	1	1e-09	0.621302	0.671296	0.378698	0.328704
rbf	0.5	0.1	scale	1	1e-09	0.621302	0.671296	0.378698	0.328704
rbf	0.5	0.001	scale	1	0.1	0.378698	0.328704	0.621302	0.671296
rbf	0.5	0.001	auto	1	0.1	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.001	scale	1	0.1	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.001	auto	1	0.1	0.378698	0.328704	0.621302	0.671296
rbf	0.5	0.001	scale	1	0.001	0.378698	0.328704	0.621302	0.671296
rbf	0.5	0.001	auto	1	0.001	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.001	scale	1	0.001	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.001	auto	1	0.001	0.378698	0.328704	0.621302	0.671296
rbf	0.5	0.001	scale	1	1e-05	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.1	scale	1	1e-05	0.378698	0.328704	0.621302	0.671296
rbf	0.5	0.001	auto	1	1e-05	0.378698	0.328704	0.621302	0.671296
rbf	0.5	0.001	scale	1	1e-07	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.1	auto	1	1e-05	0.378698	0.328704	0.621302	0.671296
rbf	0.5	0.001	auto	1	1e-07	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.001	scale	1	1e-05	0.378698	0.328704	0.621302	0.671296
rbf	0.5	0.001	scale	1	1e-09	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.001	auto	1	1e-05	0.378698	0.328704	0.621302	0.671296
rbf	0.5	0.001	auto	1	1e-09	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.1	scale	1	1e-07	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-05	scale	1	0.1	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-05	auto	1	0.1	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	1e-05	scale	1	0.1	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	1e-05	auto	1	0.1	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-05	scale	1	0.001	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-05	auto	1	0.001	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	1e-05	scale	1	0.001	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	1e-05	auto	1	0.001	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-05	scale	1	1e-05	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-05	auto	1	1e-05	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.001	scale	1	1e-07	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	1e-05	scale	1	1e-05	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-05	scale	1	1e-07	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	1e-05	auto	1	1e-05	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-05	auto	1	1e-07	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	1e-05	scale	1	1e-07	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.1	auto	1	1e-07	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-05	scale	1	1e-09	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-05	auto	1	1e-09	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.1	auto	1	1e-09	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-07	scale	1	0.1	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-07	auto	1	0.1	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	1e-07	scale	1	0.1	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	1e-07	auto	1	0.1	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-07	scale	1	0.001	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-07	auto	1	0.001	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	1e-07	scale	1	0.001	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	1e-07	auto	1	0.001	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-07	scale	1	1e-05	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-07	auto	1	1e-05	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.001	auto	1	1e-07	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	1e-07	scale	1	1e-05	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-07	scale	1	1e-07	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.001	auto	1	1e-09	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	1e-07	auto	1	1e-05	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-07	auto	1	1e-07	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-07	scale	1	1e-09	0.378698	0.328704	0.621302	0.671296
rbf	0.5	1e-07	auto	1	1e-09	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.1	scale	1	1e-09	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	0.001	scale	1	1e-09	0.378698	0.328704	0.621302	0.671296
rbf	1	0.1	scale	1	0.1	0.378698	0.328704	0.621302	0.671296
rbf	1	0.1	auto	1	0.1	0.378698	0.328704	0.621302	0.671296
sigmoid	1	0.1	scale	1	0.1	0.378698	0.328704	0.621302	0.671296
sigmoid	1	0.1	auto	1	0.1	0.378698	0.328704	0.621302	0.671296
rbf	1	0.1	scale	1	0.001	0.372781	0.430556	0.627219	0.569444
rbf	1	0.1	auto	1	0.001	0.372781	0.430556	0.627219	0.569444
sigmoid	1	0.1	scale	1	0.001	0.378698	0.328704	0.621302	0.671296
sigmoid	1	0.1	auto	1	0.001	0.378698	0.328704	0.621302	0.671296
rbf	1	0.1	scale	1	1e-05	0.621302	0.671296	0.378698	0.328704
rbf	1	0.1	auto	1	1e-05	0.621302	0.671296	0.378698	0.328704
sigmoid	0.5	1e-05	auto	1	1e-07	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	1e-07	scale	1	1e-07	0.378698	0.328704	0.621302	0.671296
rbf	1	0.1	scale	1	1e-07	0.621302	0.671296	0.378698	0.328704
sigmoid	1	0.1	scale	1	1e-05	0.378698	0.328704	0.621302	0.671296
rbf	1	0.1	auto	1	1e-07	0.621302	0.671296	0.378698	0.328704
sigmoid	1	0.1	auto	1	1e-05	0.378698	0.328704	0.621302	0.671296
rbf	1	0.1	scale	1	1e-09	0.621302	0.671296	0.378698	0.328704
rbf	1	0.1	auto	1	1e-09	0.621302	0.671296	0.378698	0.328704
sigmoid	0.5	1e-05	auto	1	1e-09	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	1e-07	auto	1	1e-07	0.378698	0.328704	0.621302	0.671296
rbf	1	0.001	scale	1	0.1	0.378698	0.328704	0.621302	0.671296
rbf	1	0.001	auto	1	0.1	0.378698	0.328704	0.621302	0.671296
sigmoid	1	0.001	scale	1	0.1	0.378698	0.328704	0.621302	0.671296
sigmoid	1	0.001	auto	1	0.1	0.378698	0.328704	0.621302	0.671296
rbf	1	0.001	scale	1	0.001	0.378698	0.328704	0.621302	0.671296
rbf	1	0.001	auto	1	0.001	0.378698	0.328704	0.621302	0.671296
sigmoid	1	0.001	scale	1	0.001	0.378698	0.328704	0.621302	0.671296
sigmoid	1	0.001	auto	1	0.001	0.378698	0.328704	0.621302	0.671296
rbf	1	0.001	scale	1	1e-05	0.378698	0.328704	0.621302	0.671296
rbf	1	0.001	auto	1	1e-05	0.378698	0.328704	0.621302	0.671296
sigmoid	1	0.001	scale	1	1e-05	0.378698	0.328704	0.621302	0.671296
sigmoid	1	0.1	scale	1	1e-07	0.378698	0.328704	0.621302	0.671296
rbf	1	0.001	scale	1	1e-07	0.378698	0.328704	0.621302	0.671296
rbf	1	0.001	auto	1	1e-07	0.378698	0.328704	0.621302	0.671296
sigmoid	1	0.001	auto	1	1e-05	0.378698	0.328704	0.621302	0.671296
sigmoid	1	0.1	auto	1	1e-07	0.378698	0.328704	0.621302	0.671296
rbf	1	0.001	scale	1	1e-09	0.378698	0.328704	0.621302	0.671296
sigmoid	1	0.1	scale	1	1e-09	0.378698	0.328704	0.621302	0.671296
rbf	1	0.001	auto	1	1e-09	0.378698	0.328704	0.621302	0.671296
sigmoid	0.5	1e-05	scale	1	1e-09	0.378698	0.328704	0.621302	0.671296
rbf	1	1e-05	scale	1	0.1	0.378698	0.328704	0.621302	0.671296
rbf	1	1e-05	auto	1	0.1	0.378698	0.328704	0.621302	0.671296
sigmoid	1	1e-05	scale	1	0.1	0.378698	0.328704	0.621302	0.671296
sigmoid	1	1e-05	auto	1	0.1	0.378698	0.328704	0.621302	0.671296
rbf	1	1e-05	scale	1	0.001	0.378698	0.328704	0.621302	0.671296
