sigmoid	0.5	0.1	auto	1	0.1	0.290323	0.344907	0.709677	0.655093
sigmoid	0.5	0.1	scale	1	0.1	0.290323	0.344907	0.709677	0.655093
sigmoid	0.5	0.1	scale	1	0.001	0.290323	0.344907	0.709677	0.655093
sigmoid	0.5	0.1	auto	1	0.001	0.290323	0.344907	0.709677	0.655093
rbf	0.5	0.1	scale	1	0.1	0.282258	0.340278	0.717742	0.659722
rbf	0.5	0.1	auto	1	0.1	0.282258	0.340278	0.717742	0.659722
rbf	0.5	0.1	scale	1	0.001	0.282258	0.337963	0.717742	0.662037
rbf	0.5	0.1	auto	1	0.001	0.282258	0.337963	0.717742	0.662037
sigmoid	0.5	0.1	auto	1	1e-05	0.290323	0.344907	0.709677	0.655093
sigmoid	0.5	0.1	scale	1	1e-05	0.290323	0.344907	0.709677	0.655093
rbf	0.5	0.1	scale	1	1e-05	0.282258	0.340278	0.717742	0.659722
sigmoid	0.5	0.1	scale	1	1e-07	0.290323	0.344907	0.709677	0.655093
sigmoid	0.5	0.1	auto	1	1e-07	0.290323	0.344907	0.709677	0.655093
rbf	0.5	0.1	auto	1	1e-05	0.282258	0.340278	0.717742	0.659722
sigmoid	0.5	0.1	scale	1	1e-09	0.290323	0.344907	0.709677	0.655093
rbf	0.5	0.1	scale	1	1e-07	0.282258	0.340278	0.717742	0.659722
sigmoid	0.5	0.1	auto	1	1e-09	0.290323	0.344907	0.709677	0.655093
rbf	0.5	0.1	auto	1	1e-07	0.282258	0.340278	0.717742	0.659722
rbf	0.5	0.1	auto	1	1e-09	0.282258	0.340278	0.717742	0.659722
rbf	0.5	0.1	scale	1	1e-09	0.282258	0.340278	0.717742	0.659722
sigmoid	0.5	0.001	scale	1	0.1	0.290323	0.344907	0.709677	0.655093
sigmoid	0.5	0.001	auto	1	0.1	0.290323	0.344907	0.709677	0.655093
rbf	0.5	0.001	auto	1	0.1	0.282258	0.340278	0.717742	0.659722
rbf	0.5	0.001	scale	1	0.1	0.282258	0.340278	0.717742	0.659722
sigmoid	0.5	0.001	auto	1	0.001	0.290323	0.344907	0.709677	0.655093
sigmoid	0.5	0.001	scale	1	0.001	0.290323	0.344907	0.709677	0.655093
sigmoid	0.5	0.001	auto	1	1e-05	0.290323	0.344907	0.709677	0.655093
sigmoid	0.5	0.001	scale	1	1e-05	0.290323	0.344907	0.709677	0.655093
